id,focus,signal,slack,drag,confidence,score,lane
l001,sync drift,35,33,6,25,131,watch
l002,local state,35,34,6,55,163,watch
l003,conflict cost,35,35,6,85,195,watch
l004,form pressure,35,36,18,25,77,hold
l005,sync drift,35,37,18,55,109,hold
l006,local state,35,38,18,85,141,watch
l007,conflict cost,35,39,34,25,3,hold
l008,form pressure,35,40,34,55,35,hold
l009,sync drift,35,41,34,85,67,hold
l010,local state,60,42,6,25,199,watch
l011,conflict cost,60,43,6,55,231,ship
l012,form pressure,60,44,6,85,263,ship
l013,sync drift,60,45,18,25,145,watch
l014,local state,60,46,18,55,177,watch
l015,conflict cost,60,47,18,85,209,ship
l016,form pressure,60,48,34,25,71,hold
l017,sync drift,60,32,34,55,69,hold
l018,local state,60,33,34,85,101,hold
l019,conflict cost,85,34,6,25,233,ship
l020,form pressure,85,35,6,55,265,ship
l021,sync drift,85,36,6,85,297,ship
l022,local state,85,37,18,25,179,watch
l023,conflict cost,85,38,18,55,211,ship
l024,form pressure,85,39,18,85,243,ship
l025,sync drift,85,40,34,25,105,hold
l026,local state,85,41,34,55,137,watch
l027,conflict cost,85,42,34,85,169,watch
